feature	median_length	intercept	flength	stackdepth	match	stackdepth*flength	stackdepth*match
accD/CDS/1	1479.0	0.4148570875201032	0.04699134734381667	1.8325153412063606	-0.007951543917185526	1.9960059308952032	-0.033082441522070266
atpA/CDS/1	1521.0	-19.280679945248956	1.220505906676218	212.76162712968926	-0.12083150179156513	33.75466234828071	-3.5005550563797656
atpB/CDS/1	1494.0	161.9603338032437	26.738909650351378	-273.92094913110355	-6.965805838673008	31.90027748166556	9.267947365630112
atpE/CDS/1	399.0	5.75765303860887	0.1490416061283573	-4.962403900441625	-0.3139378374722644	32.88239967065291	0.2888797578399471
atpF/CDS/1	145.0	115.46363424171737	77.2793917954635	2470.890394421086	-8.163097095320554	440.5683229031106	-43.151787112628476
atpF/CDS/2	407.0	4.7730081877826365	2.208314215176859	725.0163184858275	-0.9843848993435969	161.47693715694564	-14.140455860439276
atpF/intron/1	734.0	27.584639313260592	-5.222169394867868	178.830594893472	-1.012843712777491	48.99711799563778	-2.0548634277412874
atpH/CDS/1	243.0	7284.5903002483865	-6822.236135023002	-14358.395014440894	-18.500222527163494	13800.864750542962	30.346280294598582
atpI/CDS/1	741.0	21.671904806749552	1.5079945578737217	-45.70315614026531	-0.9730551272813261	19.9507424144217	1.728807875225939
ccsA/CDS/1	963.0	18.732386326475293	1.7077824244981021	35.6175324992208	-0.7737924889132498	56.31238339551041	-0.40975281314977313
cemA/CDS/1	687.0	-19.59414109245019	-0.20093724814772437	995.6305406610908	-0.11489453158629263	756.8680676665269	-25.945202357641985
chlB/CDS/1	1539.0	-13.840018491719677	1.4845003641988435	213.0149177615667	-0.25368516299524163	251.0250855201211	-6.62457609467803
chlL/CDS/1	870.0	-9.363794615061503	1.4334932657909552	-324.40545305185697	-0.38622760643303683	744.5097005651771	-5.440757125530011
chlN/CDS/1	1383.0	-55.710794116138175	1.742809900310566	322.55269483876816	0.5623185086566584	499.89123775590167	-11.325308824311456
clpP1/CDS/1	71.0	15.871377143037261	0.17275680407637292	-157.67027146523392	-0.4628341288848602	250.04206220483766	3.319411175490558
clpP1/CDS/2	292.0	-4.439709254123798	1.054559424665882	154.41278315145001	-0.0061353349282733255	43.262703225115224	-3.33221434575791
clpP1/CDS/3	225.0	1.1289302454928034	0.0708853652682183	-0.4138494220354272	-0.01794856747621124	0.8640097064753604	0.010224345686819193
clpP1/intron/1	811.0	3.7799607545996254	0.24514061843181684	605.1292729209391	-0.23845824542131852	-11.422573832306298	-9.455888752456916
clpP1/intron/2	630.0	-2.8402127523056295	0.12084725912305443	708.0633608586747	-0.10242678403783276	35.615470543661814	-12.408743681201482
cysA/CDS/1	1116.0	-10.196650473318035	-0.2526051866200052	-1780.835200226135	-0.20343913116269155	3715.1427569693697	-30.470921242144346
cysT/CDS/1	864.0	-11.326061281945037	-0.14279442473524345	198.43725835711882	-0.17428635546065674	670.9187013256844	-9.351510009669745
infA/CDS/1	231.0	15.544449630566666	0.1244897706921903	-109.52617218113072	-0.4279394519769671	45.622985332129346	3.197798158137456
matK/CDS/1	1524.0	0.5298313572860293	0.006725059041464523	2.437571449345721	-0.009896965655137306	1.8573912247079158	-0.04029604980110829
ndhA/CDS/1	553.0	155.17446522214593	9.187383863708854	801.1858878916511	-5.338814188845236	-466.41696833107596	-1.6749949371924402
ndhA/CDS/2	537.0	-17.622086263966224	0.038661279884700736	150.9791445215771	-0.13059355111132326	17.1316149927558	-1.8677622186659073
ndhA/intron/1	1076.0	20.21295630000602	-1.9740997060157026	-117.21287743416501	-0.6407758133016552	17.109935728252918	4.219616109503052
ndhB/CDS/1	777.0	79.7325991517144	27.517201841553288	-3368.7461252867383	-4.007698733866558	1999.1880236955844	77.16400639048828
ndhB/CDS/2	753.0	7.6220649828692215	2.431604479390391	-22.476243029610355	-0.35644312559294594	3.8646766842764175	0.9280079905326193
ndhB/intron/1	682.0	-8.290559982638875	9.478356853598132	5128.909869650617	-1.3743630913494687	-1905.1313544432464	-54.18955882928463
ndhC/CDS/1	360.0	-94.07363578508098	0.07819738122140857	4706.903707729921	1.2631856226599631	700.8876923199875	-89.34589714927034
ndhD/CDS/1	1500.0	125.23214437148924	48.31781120291458	-1716.4711030040837	-9.496206124052618	1243.4612237017332	31.840917027105448
ndhE/CDS/1	303.0	7.1058455701451715	0.28706699483548614	-184.38240116327813	-0.3308603273468434	177.2898947776107	2.5615095556704763
ndhF/CDS/1	2229.0	1.990443636993467	1.1904637249401813	18.264449900305927	-0.22019585278823864	-10.805046400901162	0.39238864197429185
ndhG/CDS/1	528.0	-109.37837462709003	2.588417311071014	3183.434352000332	1.368253227101158	1226.5184541534352	-73.48666442446174
ndhH/CDS/1	1179.0	-1539.1597348294629	1563.677419871052	1987.0194298024717	0.00764400439800964	-1986.8465220749704	-0.010524435981510144
ndhI/CDS/1	501.0	-16.519393305151684	0.5484148486174121	112.84144639924557	-0.19596945614344133	210.34164691591096	-3.7057736727761585
ndhJ/CDS/1	474.0	-1.0341928415210988	0.34279919859202757	315.54401764423784	-0.7116488445580105	43.55653168497618	-4.8308037203103495
ndhK/CDS/1	678.0	-4.61357960485693	-8.323337877500448	758.7797823673327	-0.04931328272333994	4241.283863594911	-33.172083692318814
pafI/CDS/1	126.0	113.5249091321381	-51.71829885067467	1711.7759478986932	-3.8834095127140893	-265.17147703818705	-21.198771402574124
pafI/CDS/2	228.0	8.77805733334384	-7.788362852875762	464.79497651796436	-0.6816570489878586	-144.92534536474125	-4.548427828156687
pafI/CDS/3	150.0	26.54282749608487	-1.656538148892722	-75.98663666221368	-0.9066158236096052	12.93949130213897	2.9649868988611097
pafI/intron/1	726.0	-46.95201358845146	19.810676640984102	2825.226077999031	-0.6872417829738456	822.9936970591765	-60.8157828441044
pafI/intron/2	742.0	-26.932866643476974	5.710132750778734	3619.621137674134	-0.22918343936821128	-115.40124639821285	-59.10918391183707
pafII/CDS/1	552.0	-28.599652424493037	-5.1811777303100515	1222.5928227101692	0.36705817824814757	4807.235211653883	-20.02915616534851
pbf1/CDS/1	129.0	13.72381092664304	0.015953784994090073	9.44360665851144	-0.43628551105921665	50.41733068347531	-0.6292110398802327
petA/CDS/1	960.0	-27.54639868278916	0.4062262538217152	137.22595811024954	0.04916440742295673	92.79951342098619	-2.18636043501616
petB/CDS/1	6.0	-13.925946740142583	-0.1038750743869832	1615.0282780927457	-0.2975977742630644	361.58511493958804	-29.464869200360514
petB/CDS/2	639.0	-16.39115395287058	0.10612393365634477	-34.767687138862975	-0.15957983106829782	93.24781806121268	-0.13748452937900438
petB/intron/1	774.0	5.241202858177658	-0.9658263493930452	666.8497355009022	-0.2507209976998337	-112.80860324657299	-8.945500468781884
petD/CDS/1	8.0	124.59027935625693	-0.0496682848922285	601.5458491731962	-2.6988278886482413	-721.306096734749	3.40813835052833
petD/CDS/2	472.0	-12.641806812727163	0.22459853098275467	65.36751810886742	-0.23273326360015886	54.443179851623064	-1.2541344970596644
petD/intron/1	733.0	-13.301621306863819	1.2666015614244257	2734.3766874670287	-0.2901818661856125	-292.13121402240256	-40.797815151813815
petG/CDS/1	111.0	29.456451056659073	0.9718332189521817	544.1162798603502	-2.087202167092743	1474.1041333150906	-28.822570394791793
petL/CDS/1	93.0	5.871278318560517	-0.19915708324085715	303.5204794270341	-0.3170013362116994	213.72003569241474	-4.955294539980134
petN/CDS/1	87.0	8.916045324889849	-0.8309757554060173	20.587694963699448	-0.4079999094253438	186.44928694080036	-0.06587684379816758
psaA/CDS/1	2250.0	-19.942571405510222	1.0919210717747108	105.47444617034422	-0.11594178063882943	-15.289057063349567	-0.6965889749984271
psaB/CDS/1	2202.0	-17.040746705370225	1.8211093656756465	-118.84964447808822	-0.22755311220129726	146.11818373661328	1.5987648510212775
psaC/CDS/1	243.0	-16.10507186385789	0.005612927098670893	-150.54250984885775	-0.15309524348966286	571.5912724882597	-6.436457613990705
psaI/CDS/1	108.0	11.572105234700704	-0.008968331939259031	147.77053121350804	-0.3454459967802493	33.77887470857601	-2.6562589618721475
psaJ/CDS/1	132.0	24.36340682625818	0.6293871293212802	-66.27334502391109	-0.871015354062556	7.170481800954017	3.9671692545438444
psaM/CDS/1	94.5	3.990824324623714	-2.4887701413220467	1082.7217854296518	-0.13667366726668664	389.3933855051893	-28.247482122559823
psb30/CDS/1	99.0	25.734691200828145	5.761240844651508	360.77220584897725	-1.056175084134455	53.29430207701467	-6.275992065420383
psbA/CDS/1	1059.0	7.185701764951398	-34.81337745259064	-342.4726208713342	-0.25696435258939687	265.3257284140927	7.545473418074495
psbB/CDS/1	1524.0	0.12995920052730828	0.0021556010464751744	-0.11046742135144463	-0.00246892209414811	1.0959693008420985	0.0005646395008726384
psbC/CDS/1	1419.0	-22.389193667045273	0.09018012868378819	-27.484076319093933	-0.003484660776142265	80.57372715827617	-0.09971325550071547
psbD/CDS/1	1059.0	2.480134227274651	1.7872624359065226	-4.80701647844788	-0.4040538421436554	10.340876290517192	0.43287355731750726
psbE/CDS/1	249.0	0.715436758644536	0.016597875409755245	0.318190818778695	-0.013517699338328042	0.2099331097103161	0.009758491911289
psbF/CDS/1	117.0	-13.225391755718139	0.16437640002258666	161.32861205142882	-0.19843919484360772	245.67905995372362	-6.227682227918047
psbH/CDS/1	219.0	3.0155502041332167	0.4174498799558656	454.5039940501123	-0.8216241569214949	62.44497770715914	-7.53364179372878
psbI/CDS/1	108.0	5.371211518836843	-0.19738317128577576	3.689880752435994	-0.27458263728324456	84.75377438716836	-0.8829046822541544
psbJ/CDS/1	120.0	11.253918919140446	-0.27133206104323765	-99.41471996113297	-0.31267274412176094	97.38484589114326	0.7754276002952298
psbK/CDS/1	183.0	2.2983596724797453	-0.007330944832220042	274.9703106934228	-0.1934655250170539	137.16268099640178	-6.912253237366258
psbL/CDS/1	114.0	-20.407126149640153	0.12130272655129051	585.8927429400147	-0.1621567646530875	235.26527437237303	-13.42640752671948
psbM/CDS/1	102.0	4.686321614067732	-1.1814138734184527	-302.30859235079083	-0.25189378420400654	634.2724575499642	-3.526977675630058
psbT/CDS/1	105.0	60.58708894882993	2.2729648715569204	1135.229173327489	-3.699910133361681	2080.14221440917	-48.95728955426109
psbZ/CDS/1	186.0	326.6247327315194	-15.701455633820254	247.87771319165458	-14.081492498025153	1173.7076917150741	-10.143802544961604
rbcL/CDS/1	1425.0	5.6978846309193	1.9284509731478916	-25.16144626034392	-0.42563360415488005	20.495365831036114	0.5846414555734611
rpl14/CDS/1	366.0	10.604361876964607	-1.3706719727549568	22.370253483358265	-0.5776602516412147	70.0041158858785	-0.8937903011517008
rpl16/CDS/1	9.0	69.0689416661283	-0.20192430760097016	1481.4049018306914	-2.566205245812076	-200.46238677759976	-20.614223801482765
rpl16/CDS/2	396.0	13.306236498262752	6.43512931452672	-14.44475368100162	-0.7366646738083288	13.312310628158741	0.6599870388075075
rpl16/intron/1	1025.0	8.412575751888673	-2.9073057760751264	117.74392457271827	-0.22679209371992234	21.932421526127705	-1.5843716242897246
rpl2/CDS/1	391.0	7.185771396843849	0.3171810139492121	6.170507013594117	-0.3137764514460589	37.64871848379006	-0.5557619272145891
rpl2/CDS/2	431.0	9.67062890780937	0.6628380412252298	8.417984063824527	-0.42838131037881105	11.998338969182264	-0.05852582516125591
rpl2/intron/1	664.0	7.18729168691694	-1.3677680060064417	82.49103540956955	-0.22564295636442597	-39.69658127226346	-0.5860246066899932
